,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage,MasVnrArea,GarageYrBlt,MasVnrType,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Electrical,GarageType,GarageFinish,GarageQual,GarageCond,SalePrice
93,3,0,226,1,3,3,0,0,0,17,2,2,1,4,5,5,13,48,3,0,8,8,1,4,0,14,0,195,132,2,0,0,181,5,0,613,0,1,2,0,4,2,1,11,6,1,2,193,2,0,0,0,0,71,0,0,2,1,8,4,66,0,0,2,3,0,2,4,5,4,5,2,4,4,133900
94,9,3,476,1,0,3,0,4,0,5,2,2,0,5,5,4,97,47,1,0,12,12,1,2,2,399,0,210,529,1,0,1,608,318,0,454,1,0,2,1,3,1,2,9,6,0,2,309,2,0,51,0,0,0,0,0,7,1,8,4,75,0,83,2,2,3,3,2,5,4,1,1,4,4,204750
95,9,3,527,1,1,3,0,0,0,8,2,2,0,5,5,7,93,43,1,0,12,12,3,2,2,180,0,359,442,1,2,1,477,268,0,266,0,0,2,1,3,1,1,8,6,1,2,121,2,95,152,0,0,0,0,12,6,3,8,4,77,250,79,1,2,1,3,0,5,4,3,0,4,4,185000
96,4,3,592,1,0,3,0,4,0,5,2,2,0,2,6,4,99,49,1,0,12,12,2,4,2,46,0,403,307,1,0,1,341,0,0,346,0,0,2,0,3,1,2,8,6,0,2,164,2,43,111,0,0,0,0,0,10,0,8,4,85,72,85,1,2,3,0,0,5,4,1,1,4,4,214000
97,4,3,667,1,3,1,0,4,0,7,2,2,0,2,3,4,65,15,3,0,6,6,1,4,1,315,0,412,612,1,4,1,648,0,0,751,1,0,1,0,3,1,1,8,6,0,1,131,1,15,0,0,0,0,0,0,7,1,8,4,80,216,51,1,3,3,3,4,5,1,1,0,4,4,94750
98,5,3,630,1,3,3,0,0,0,7,2,2,0,2,4,4,23,0,1,0,13,13,1,4,0,24,0,344,382,1,1,0,562,0,0,700,0,0,1,0,2,1,1,7,6,0,1,87,2,0,0,106,0,0,0,10,7,4,0,0,92,0,8,2,3,3,3,0,5,4,2,2,1,4,83000
99,4,3,475,1,0,3,0,4,0,12,2,2,0,2,3,4,59,9,1,0,9,9,1,4,1,350,0,368,603,1,1,1,161,0,0,127,1,0,1,1,3,1,1,8,6,0,0,0,2,164,0,0,0,0,0,10,0,4,8,4,84,0,66,2,3,3,3,0,5,4,1,2,4,4,128950
100,4,3,627,1,0,3,0,4,0,14,2,2,0,2,5,6,77,51,1,0,9,9,1,4,2,53,0,390,315,1,2,1,347,0,0,357,1,0,2,0,3,1,2,8,6,2,2,172,2,49,156,0,0,0,0,0,4,4,8,4,77,133,63,1,3,3,2,0,5,4,1,1,4,4,205000
101,9,3,458,1,3,3,0,4,0,20,2,2,0,5,5,4,85,35,1,0,6,6,2,4,1,0,0,588,479,1,4,1,663,249,0,431,0,0,2,1,3,1,2,9,6,1,2,168,2,69,133,0,0,0,0,0,8,4,8,4,84,166,71,1,2,3,3,5,5,4,1,0,4,4,178000
102,14,3,207,1,3,0,0,4,0,20,2,2,2,2,4,4,79,29,1,0,6,6,1,1,3,0,0,0,0,1,4,1,312,0,0,311,0,0,2,0,4,2,1,10,6,0,2,115,2,0,0,0,0,0,0,0,8,3,8,2,70,0,65,2,3,3,3,5,5,4,1,2,4,4,118964
103,4,3,607,1,0,3,0,0,0,5,2,2,0,2,6,4,109,59,1,0,12,12,1,4,2,0,0,79,141,1,0,1,162,0,0,128,0,0,2,0,3,1,2,8,6,0,3,325,2,0,122,0,0,0,0,0,7,4,8,4,101,0,95,2,2,3,3,5,5,4,1,1,4,4,198900
104,8,4,273,1,3,3,0,0,0,9,2,2,0,0,6,3,34,0,1,0,11,11,1,1,2,135,0,642,24,1,0,1,162,168,0,469,0,0,1,1,4,1,1,9,6,2,1,25,2,0,0,0,0,31,0,0,8,1,8,4,77,237,37,1,3,3,3,3,5,1,5,2,4,4,169500
105,9,1,482,1,3,3,0,4,0,21,2,2,0,5,7,4,103,54,3,0,12,12,2,4,2,0,0,23,32,1,0,1,35,351,0,540,0,0,2,1,3,1,2,11,6,1,2,289,2,28,132,0,0,0,0,0,10,2,8,4,82,256,89,1,0,3,3,5,5,4,1,1,4,4,250000
106,5,4,657,1,3,3,0,4,0,17,2,2,0,2,3,6,4,45,4,0,12,12,1,4,0,0,0,529,425,1,2,1,30,0,0,19,0,0,1,0,2,1,1,8,6,0,1,39,0,0,0,0,0,0,0,11,10,1,8,4,66,0,40,2,1,3,3,5,5,4,5,2,1,1,100000
107,4,4,159,1,3,3,0,4,0,17,2,2,0,2,4,4,48,0,1,0,12,12,1,4,1,12,30,459,503,1,0,1,530,0,0,687,0,0,1,0,2,1,1,7,6,0,1,29,2,0,0,0,0,0,0,0,6,2,8,5,56,0,34,2,3,3,3,0,1,4,5,2,4,4,115000
108,8,4,358,1,3,3,0,0,0,9,0,2,0,0,4,6,22,55,1,0,5,5,1,4,1,0,0,622,506,2,4,0,678,131,0,300,0,0,2,0,3,1,0,9,6,0,0,0,0,0,0,21,0,0,0,0,10,1,8,4,92,0,66,2,3,3,3,5,5,1,1,2,4,4,115000
109,4,3,742,1,0,3,0,4,0,14,2,2,0,2,5,5,77,27,3,0,9,9,1,4,1,434,0,55,357,1,0,1,417,0,0,478,0,0,2,0,3,1,1,9,6,1,2,225,2,0,22,0,0,0,0,0,0,4,0,4,5,217,63,1,2,3,3,1,5,4,1,1,4,4,190000
110,8,3,499,1,3,3,0,4,0,7,2,2,0,0,5,3,54,22,1,0,13,13,1,4,1,273,0,478,639,1,2,1,153,186,0,485,0,0,2,0,4,1,1,9,6,0,1,71,2,62,0,0,0,0,0,0,1,0,8,4,82,0,40,2,3,0,3,4,5,4,1,2,4,4,136900
111,12,3,272,1,0,3,0,4,0,8,2,2,0,7,6,4,100,50,1,0,12,12,1,4,2,148,0,110,378,1,0,1,522,194,0,246,0,0,2,1,3,1,1,9,6,1,2,107,2,60,0,0,0,0,0,0,6,4,8,4,77,0,86,2,2,3,3,2,5,4,3,0,4,4,180000
113,4,3,956,1,3,0,0,0,0,6,2,2,0,2,5,4,53,3,3,0,13,13,1,2,1,204,135,684,355,1,4,1,437,0,0,605,1,0,2,0,3,1,2,9,6,2,2,145,2,48,20,44,0,0,0,0,1,1,0,0,77,73,39,1,2,3,2,0,4,4,2,2,4,4,217000
114,10,3,232,1,0,3,0,4,1,6,2,2,0,5,5,7,45,52,2,0,13,13,1,4,1,471,26,16,19,1,0,1,269,321,0,615,1,0,2,1,3,1,2,11,6,1,1,9,2,91,0,0,0,0,0,0,9,1,8,4,67,0,31,2,3,3,3,0,3,4,5,2,4,4,259500
115,1,1,69,1,3,3,0,0,0,21,2,2,4,5,5,4,99,49,1,0,8,8,1,4,2,254,0,314,472,1,2,1,497,234,0,260,0,0,2,1,2,1,1,7,6,1,2,139,2,0,117,0,0,0,0,0,8,1,8,4,40,15,85,1,2,3,3,2,5,4,5,2,4,4,176000
116,4,3,734,1,3,3,0,4,0,19,2,2,0,2,4,4,62,12,1,0,13,13,1,4,1,105,121,270,59,1,4,1,66,0,0,44,0,1,1,0,3,1,1,8,6,1,1,49,2,0,72,21,0,0,0,0,11,3,8,4,77,19,48,1,3,3,3,3,1,4,1,2,4,4,139000
117,4,3,365,1,3,3,0,0,0,7,2,2,0,2,4,4,106,57,1,0,12,12,1,4,2,0,0,51,82,1,2,1,90,0,0,69,0,0,1,1,2,1,1,7,6,0,2,129,2,230,153,0,0,0,0,0,6,1,6,5,81,0,93,2,2,3,3,5,5,4,1,2,4,4,155000
119,9,3,349,1,3,3,0,4,0,5,2,2,0,5,5,4,105,56,1,0,12,12,2,4,2,0,0,578,471,1,0,1,496,233,0,259,0,0,2,1,3,1,2,10,6,1,2,101,2,0,91,0,0,0,0,0,9,0,6,5,71,0,91,2,2,3,3,5,5,4,1,0,4,4,163990
120,12,3,959,1,0,2,0,1,2,4,2,2,0,7,5,4,69,19,0,2,9,9,1,4,1,544,0,0,594,1,0,1,671,0,0,765,1,0,1,0,1,1,1,6,6,2,2,220,2,0,28,0,1,0,0,0,1,0,8,4,77,0,55,2,3,3,1,0,5,4,1,2,4,4,180000
121,8,4,161,1,3,3,0,4,0,9,2,2,0,0,3,4,41,0,1,0,0,0,1,4,2,0,0,580,474,1,2,1,520,93,0,67,0,0,1,0,3,1,1,6,6,0,1,36,1,0,0,19,0,0,0,0,8,1,8,4,56,0,65,2,3,3,3,5,5,4,5,2,4,4,100000
122,4,3,489,1,3,3,0,0,0,12,2,2,0,2,5,6,58,8,3,0,8,8,1,2,1,352,0,456,52,1,2,1,58,0,0,39,0,0,1,0,3,1,1,7,6,0,1,49,2,0,0,0,0,8,0,0,8,2,8,4,82,31,44,1,3,3,3,1,5,4,1,2,4,4,136000
123,0,3,287,1,3,3,0,4,0,20,2,2,4,2,5,4,93,43,1,0,9,9,2,4,2,175,0,681,124,1,0,1,142,0,0,111,0,0,2,0,2,1,2,7,6,0,2,213,2,0,152,0,0,0,0,0,5,2,8,4,61,0,79,2,2,3,3,2,5,4,1,1,4,4,153900
124,4,3,931,1,0,3,0,1,0,14,2,2,0,2,5,4,79,48,1,0,6,6,1,2,1,0,0,118,213,1,4,1,340,0,0,345,0,0,2,0,3,1,1,9,6,1,2,134,2,69,0,0,0,0,0,0,0,3,8,4,54,0,65,2,2,0,3,5,5,4,1,2,4,4,181000
125,3,4,188,1,3,3,0,4,0,9,2,2,1,0,5,7,37,32,1,0,13,13,1,1,1,296,0,306,390,1,2,0,447,0,6,677,1,0,1,0,2,1,1,7,6,0,0,0,0,208,0,0,0,0,0,0,8,0,8,4,66,0,66,2,3,3,0,2,5,4,1,2,4,4,84500
126,0,3,120,1,0,3,0,4,0,13,2,2,4,2,5,4,76,26,1,0,9,9,1,4,1,52,0,709,50,1,4,1,646,0,0,750,0,0,2,0,2,1,1,7,6,1,2,139,2,0,75,0,0,0,0,0,4,1,8,4,77,0,63,2,2,3,3,0,5,4,1,1,4,4,128000
127,7,4,103,1,0,0,0,4,0,17,1,2,0,1,4,6,33,0,1,0,14,13,1,2,0,45,0,482,439,1,0,1,564,0,0,702,0,0,1,0,3,1,1,7,6,1,0,0,0,0,0,0,0,0,0,0,8,1,8,4,61,0,66,2,3,3,3,3,5,4,1,2,4,4,87000
128,9,3,259,1,3,3,0,4,0,12,4,2,0,5,5,4,66,16,1,0,12,12,1,4,1,310,0,148,435,1,4,1,469,211,0,198,0,0,1,1,3,1,1,8,6,1,2,148,2,67,9,0,0,0,0,0,9,0,8,4,75,125,52,1,3,3,3,1,5,4,1,1,4,4,155000
129,4,3,423,1,3,3,0,4,0,12,2,2,0,2,4,6,58,41,1,0,9,9,1,4,1,348,56,393,8,1,4,1,35,0,0,23,0,1,1,1,3,1,3,8,6,0,2,328,2,0,167,0,6,0,0,0,9,0,8,0,75,262,84,1,3,3,3,4,1,0,0,1,4,4,150000
130,9,3,878,1,3,3,0,0,0,12,2,2,0,5,6,5,66,16,1,0,8,8,1,4,1,274,0,437,584,1,0,1,153,353,0,584,0,0,2,1,4,1,2,10,6,2,2,178,2,4,155,0,0,0,0,0,7,0,8,4,95,155,52,1,3,3,3,4,5,4,1,0,4,4,226000
131,9,3,783,1,0,3,0,0,0,8,2,2,0,5,5,4,100,50,1,0,12,12,2,4,2,426,0,303,637,1,0,1,15,6,0,555,1,0,2,1,3,1,2,9,6,1,2,101,2,102,135,0,0,0,0,0,9,3,8,4,77,190,86,1,2,3,3,2,5,4,3,1,4,4,244000
132,4,3,240,1,3,3,0,0,0,12,2,2,0,2,4,5,59,52,1,0,8,8,1,4,1,245,0,536,41,1,2,1,219,0,0,185,1,0,1,0,3,1,2,9,6,0,2,277,2,0,0,0,0,0,0,0,9,1,8,4,82,0,60,2,3,3,3,4,5,4,5,2,4,4,150750
133,4,3,191,1,0,3,0,4,0,23,2,2,0,2,7,4,101,52,1,0,12,12,2,4,2,4,0,278,166,1,0,1,202,0,0,168,1,0,2,0,2,1,2,8,6,0,2,163,2,69,97,0,0,0,0,0,8,3,8,4,77,32,87,1,0,3,3,2,5,4,1,0,4,4,220000
134,4,3,599,1,0,3,0,4,0,19,2,2,0,2,4,5,68,43,1,0,9,9,1,4,1,352,0,676,252,1,2,1,397,0,0,427,0,0,2,1,3,1,1,9,2,1,2,139,2,0,180,37,0,0,0,0,9,0,8,4,85,0,54,2,3,3,3,4,5,4,1,1,4,4,180000
135,4,3,606,1,3,3,0,4,0,14,2,2,0,2,6,5,70,20,3,0,9,9,1,4,2,0,0,102,188,1,2,1,380,0,0,401,0,0,2,0,3,1,1,9,6,1,2,213,2,242,0,0,0,0,0,0,7,2,8,4,87,139,56,1,3,3,3,5,5,4,1,2,4,4,174000
136,4,3,600,1,0,3,0,0,0,12,2,2,0,2,4,4,67,17,1,0,8,8,1,4,1,426,0,460,132,1,4,1,151,0,0,118,0,0,2,0,3,1,1,7,6,1,1,66,2,0,12,0,0,0,0,0,9,1,8,4,77,79,53,1,3,3,3,1,5,4,1,1,4,4,143000
137,14,3,680,1,3,3,0,4,0,11,2,2,2,2,6,4,88,39,1,0,12,12,1,4,1,0,0,225,361,1,2,1,422,0,0,523,0,0,3,0,5,2,1,11,6,0,3,335,2,0,0,0,0,0,0,0,9,0,8,3,89,251,75,1,3,3,3,5,5,4,0,2,4,4,171000
138,9,3,436,1,0,3,0,4,0,5,2,2,0,5,7,4,99,50,1,0,12,12,2,4,2,413,0,334,4,1,0,1,3,298,0,484,0,0,2,1,3,1,2,9,6,2,3,292,2,91,8,0,0,0,0,0,3,2,8,4,80,161,85,1,2,3,2,2,5,4,1,0,4,4,230000
139,9,3,901,1,0,3,0,4,0,5,2,2,0,5,5,4,97,47,1,0,12,12,1,4,2,495,0,28,588,1,0,1,625,291,0,445,1,0,2,1,3,1,2,9,6,0,2,162,2,123,182,0,0,0,0,0,10,3,8,4,71,0,83,2,2,3,3,2,5,4,1,1,4,4,231500
140,4,3,620,1,3,3,0,2,0,12,2,2,0,2,3,4,71,21,1,0,6,6,1,4,1,265,0,409,553,1,4,1,580,0,0,710,0,0,1,0,3,1,1,7,6,1,0,0,2,0,0,0,0,0,0,0,6,4,4,4,76,0,66,2,3,3,3,0,5,4,1,2,4,4,115000
141,4,3,738,1,3,3,0,4,0,5,2,2,0,2,6,4,105,55,1,0,12,12,2,4,2,72,0,410,347,1,0,1,401,0,0,433,1,0,2,0,3,1,2,9,6,0,2,292,2,44,91,0,0,0,0,0,0,0,8,4,85,0,91,2,2,3,0,2,5,4,1,0,4,4,260000
142,8,3,359,1,3,3,0,0,0,12,0,2,0,0,4,3,52,2,1,0,3,13,1,1,1,307,0,384,575,1,1,1,612,121,0,222,0,0,2,0,4,1,1,8,6,0,2,321,2,0,0,0,0,0,0,0,8,4,8,4,78,0,86,2,3,3,3,4,5,4,5,2,4,4,166000
143,4,3,599,1,0,3,0,4,0,5,2,2,0,2,6,4,99,49,1,0,12,12,2,4,2,418,0,637,268,1,0,1,295,0,0,288,1,0,2,0,3,1,2,8,6,0,2,246,2,32,111,0,0,0,0,0,8,3,8,4,85,72,85,1,2,3,1,2,5,4,1,1,4,4,204000
144,14,4,440,1,3,3,0,4,0,19,5,2,2,2,4,4,63,13,1,0,6,6,1,4,1,78,0,377,345,1,4,1,399,0,0,430,1,0,2,0,6,2,1,0,6,0,2,191,2,0,0,0,0,0,0,0,2,0,4,0,76,166,49,1,3,3,3,4,5,4,5,2,4,4,125000
145,1,4,52,1,3,3,0,4,0,7,2,2,3,5,5,4,104,56,1,0,12,12,2,4,2,0,0,717,619,1,0,1,657,239,0,418,0,0,2,0,3,1,2,9,0,0,2,96,2,0,126,0,0,0,0,0,6,0,8,4,35,220,90,3,2,3,3,5,5,4,5,2,4,4,130000
146,5,4,162,1,3,3,0,0,0,3,2,2,0,2,4,6,34,43,1,0,13,13,1,4,0,125,0,454,463,1,4,1,586,0,0,715,1,0,1,0,2,1,1,7,6,0,1,9,2,202,0,0,0,0,0,0,2,3,8,4,57,0,19,2,3,3,3,1,5,0,5,2,1,4,105000
147,9,3,497,1,0,3,0,1,0,8,2,2,0,5,6,4,101,51,1,0,12,12,2,4,2,0,0,675,565,1,0,1,592,41,0,552,0,0,2,1,3,1,2,10,6,1,2,133,2,32,135,0,0,0,0,0,7,4,8,4,77,70,87,1,2,3,3,5,5,4,3,0,4,4,222500
148,4,3,251,1,3,3,0,4,0,20,2,2,0,2,6,4,104,55,1,0,12,12,1,4,2,419,0,382,52,1,0,1,58,0,0,39,1,0,1,0,3,1,2,8,6,0,0,0,2,0,0,0,0,0,0,0,6,2,8,4,69,22,66,1,2,3,3,2,5,4,1,2,4,4,141000
149,8,4,169,1,3,3,0,4,0,3,2,2,0,0,4,3,38,0,1,0,8,8,1,4,0,0,0,680,570,1,2,1,601,110,0,195,0,0,1,0,3,1,1,9,6,0,1,25,2,75,15,0,0,0,0,0,6,0,8,4,77,0,24,2,2,3,3,5,5,0,5,2,1,4,115000
150,4,3,601,1,3,3,0,0,0,5,2,2,0,2,4,5,75,25,1,0,6,6,1,4,1,440,0,271,618,1,4,1,656,0,0,755,0,0,1,1,3,1,1,7,6,0,2,139,2,0,0,0,0,0,0,0,0,1,8,4,15,0,61,2,3,3,0,1,5,4,1,2,4,4,122000
152,9,3,894,1,0,3,0,1,0,14,2,2,0,5,5,4,71,21,1,0,6,6,1,4,1,252,0,389,530,1,2,1,70,328,0,541,0,0,2,1,4,1,1,10,6,1,2,183,2,0,155,0,0,0,0,0,8,0,8,4,77,116,57,1,3,3,3,4,5,4,1,1,4,4,190000
153,4,3,846,1,3,3,0,4,0,4,2,2,0,2,5,6,60,25,0,0,3,9,1,4,1,263,9,697,312,1,2,1,177,0,0,145,1,0,1,0,1,1,1,6,6,1,2,236,2,185,0,0,0,0,0,0,5,2,8,4,77,0,46,2,2,3,1,1,0,4,1,1,4,4,235000
154,5,4,710,1,3,3,0,0,0,17,2,2,0,2,5,4,26,0,1,0,13,13,1,4,0,0,0,73,125,1,4,1,143,0,0,112,0,0,1,0,4,1,1,9,6,0,1,64,2,0,0,62,0,0,0,0,5,0,8,3,91,0,11,2,3,3,3,5,5,0,5,2,1,1,125000
155,8,3,512,1,3,3,0,0,0,7,0,2,0,0,5,4,27,0,1,0,13,13,1,4,0,0,0,491,406,3,1,0,454,134,0,47,0,0,1,0,2,1,1,7,6,0,0,0,0,0,166,12,0,0,0,0,6,2,8,4,66,0,66,2,3,3,3,5,5,1,1,2,4,4,79000
156,4,3,226,1,3,3,0,4,0,12,2,2,0,2,4,6,50,0,3,0,13,13,1,4,1,0,0,0,0,1,4,1,26,0,0,16,0,0,1,0,2,1,1,7,6,0,2,278,2,0,0,0,0,0,0,0,8,0,8,4,66,0,36,2,3,3,3,5,5,1,5,2,4,4,109500
157,9,3,765,1,3,3,0,0,0,23,2,2,0,5,7,4,109,60,1,0,12,12,2,4,2,0,0,610,495,1,0,1,522,47,0,528,0,0,2,1,4,1,3,10,6,1,3,306,2,0,162,0,0,0,0,0,7,4,6,5,99,261,95,1,0,3,3,5,5,4,3,0,4,4,269500
158,9,1,806,1,3,3,0,0,0,21,2,2,0,5,6,4,104,55,1,0,12,12,2,4,2,133,0,606,636,1,0,1,674,354,0,517,0,0,2,1,3,1,2,10,6,1,2,305,2,0,33,0,0,0,0,0,7,4,8,4,0,0,90,2,2,3,3,2,5,4,1,1,4,4,254900
160,4,3,685,1,0,3,0,1,0,24,2,2,0,2,5,5,84,34,1,0,9,9,1,4,2,407,0,491,143,1,4,1,165,0,0,132,0,0,2,0,3,1,1,8,6,0,2,202,2,0,0,0,0,0,0,0,8,2,8,4,77,0,70,2,2,3,3,1,5,4,1,2,4,4,162500
162,4,3,780,1,3,3,0,0,0,16,2,2,0,2,6,4,105,55,1,0,12,12,2,4,2,54,0,336,287,1,0,1,315,0,0,315,0,0,2,0,3,1,2,9,6,1,2,215,2,0,158,0,0,0,0,0,7,4,6,5,102,99,91,1,2,3,2,1,5,4,1,1,4,4,220000
163,7,3,140,1,3,3,0,4,0,17,2,2,0,1,3,5,56,6,1,0,8,8,1,4,1,0,0,674,563,1,0,1,591,0,0,716,0,0,1,0,1,1,1,6,6,0,0,0,2,0,0,0,0,0,0,0,6,1,8,4,61,0,66,2,3,3,3,5,5,4,1,2,4,4,103200
164,6,4,138,1,3,3,0,0,0,17,2,2,0,2,5,6,29,54,1,0,8,8,1,2,0,219,0,614,97,1,2,1,109,117,0,360,0,0,2,0,3,1,2,7,6,0,1,19,2,0,0,38,0,0,0,0,1,1,8,4,46,0,14,2,3,3,2,3,5,0,5,2,4,4,152000
165,3,3,566,1,3,3,0,4,0,7,2,2,1,0,4,6,42,49,1,0,13,13,1,2,0,206,36,49,426,1,2,1,544,144,0,202,1,0,2,0,4,2,1,8,6,0,0,0,2,28,0,0,0,0,0,0,11,2,8,4,68,0,66,2,3,3,3,0,4,4,1,2,4,4,127500
166,4,3,645,1,0,3,0,4,0,4,2,2,0,2,4,4,55,43,3,0,13,13,2,4,1,225,130,433,318,1,0,1,418,0,0,489,1,0,1,0,2,1,1,9,6,3,1,58,2,201,0,0,0,10,0,0,2,3,0,4,77,0,41,2,3,3,3,3,1,0,1,0,4,4,190000
168,9,3,326,1,0,3,0,4,0,8,2,2,0,5,6,4,104,54,1,0,12,12,2,4,2,0,0,652,537,1,0,1,564,317,0,426,0,0,2,1,3,1,2,9,6,1,2,139,2,1,135,0,0,0,0,0,7,1,8,4,68,0,90,2,2,3,3,5,5,4,1,0,4,4,183500
169,4,3,927,1,0,3,0,0,0,23,2,2,0,2,7,5,81,31,3,5,9,9,2,4,1,0,0,197,337,1,4,1,390,0,0,416,0,0,2,1,2,1,1,8,6,1,2,197,2,214,153,0,0,0,0,0,0,0,8,4,77,246,67,1,2,3,3,5,5,4,1,1,4,4,228000
170,8,4,791,1,0,3,0,4,0,17,1,2,0,0,4,5,43,0,1,0,8,8,1,4,1,213,0,352,466,1,4,1,573,0,20,220,0,0,1,1,2,1,1,9,6,0,2,292,2,99,0,0,0,0,0,0,7,1,8,4,77,0,77,2,3,3,3,4,5,4,5,2,4,4,128500
171,4,3,14,1,0,3,0,0,0,12,2,2,0,2,5,4,60,10,3,0,3,9,1,4,1,392,0,413,52,1,1,1,368,0,0,384,1,0,1,0,3,1,1,9,6,2,2,211,1,83,151,0,0,0,0,0,7,4,8,4,26,14,46,3,3,1,1,1,5,4,1,0,4,4,215000
172,1,3,130,1,0,3,0,4,0,22,2,2,4,5,6,6,87,37,1,0,6,6,2,2,2,299,44,346,42,1,2,1,45,219,0,446,1,0,2,0,2,1,2,7,6,1,2,191,2,195,121,0,0,0,0,0,8,0,8,4,50,0,73,2,2,1,3,2,4,4,1,1,2,4,239000
173,4,3,580,1,0,3,0,4,0,12,2,2,0,2,5,4,61,11,1,0,14,14,1,4,1,167,72,558,213,1,4,1,237,0,0,206,1,0,1,1,3,1,1,8,6,1,2,191,2,0,72,0,0,0,0,0,8,2,0,4,87,219,47,0,3,3,3,0,4,4,1,2,4,4,163000
174,4,3,796,1,0,3,0,4,0,23,2,2,0,2,5,4,86,36,1,0,12,9,1,4,1,85,41,0,314,1,4,1,365,0,0,381,1,0,2,0,3,1,1,9,3,1,2,271,2,69,0,0,0,0,0,0,2,2,8,4,53,30,72,3,2,0,3,0,3,4,1,0,4,4,184000
175,4,3,808,1,3,3,0,0,0,7,2,2,0,2,5,6,50,51,1,0,14,14,1,4,1,287,0,576,126,1,4,1,432,0,0,585,1,0,2,0,4,1,2,9,6,1,2,245,2,0,111,91,0,0,0,0,8,1,8,4,91,0,36,2,3,1,0,0,5,4,1,2,4,4,243000
176,9,3,562,1,0,3,0,0,0,4,2,2,0,5,5,4,88,39,1,0,9,9,2,4,2,501,0,324,99,1,4,1,121,328,0,558,0,1,2,1,4,1,1,10,6,1,2,205,2,0,84,0,0,35,0,0,11,1,8,4,104,126,74,1,2,3,3,2,5,4,1,2,4,4,211000
177,8,3,854,1,3,3,0,4,0,19,2,2,0,0,4,4,58,8,1,0,8,8,2,2,1,351,85,481,31,1,0,1,177,199,0,507,1,0,2,0,4,1,2,10,6,1,2,146,2,0,0,0,0,0,0,0,9,0,8,4,77,0,44,2,3,3,3,0,1,4,1,2,4,4,172500
179,5,4,359,1,3,3,0,4,0,17,2,2,0,2,4,5,26,56,1,0,13,13,2,4,1,0,0,715,617,1,4,1,655,0,0,754,0,0,1,0,2,1,1,7,6,0,2,172,0,0,0,39,0,0,0,0,9,1,8,4,66,0,23,2,3,3,3,5,5,4,5,2,1,4,100000
180,1,1,42,1,3,3,0,4,0,21,2,2,3,5,5,4,100,50,1,0,8,8,2,4,2,266,0,324,486,1,0,1,518,250,0,306,0,0,2,1,3,1,2,7,6,1,2,139,2,0,0,0,0,0,0,0,8,1,8,4,77,210,86,1,2,3,3,2,5,4,5,2,4,4,177000
181,10,3,258,1,3,3,0,4,0,6,2,2,0,5,6,5,23,0,1,0,11,11,1,4,0,207,0,413,506,1,2,1,605,331,0,464,0,0,1,1,4,1,1,11,6,1,1,19,2,0,0,92,0,0,0,0,9,0,8,4,60,0,8,2,1,3,3,3,5,4,5,2,1,4,200100
182,4,3,435,1,3,3,0,4,0,7,0,2,0,2,4,5,57,56,3,0,13,13,1,4,2,0,0,0,0,1,0,1,227,0,0,192,0,0,1,0,3,1,1,9,6,1,1,30,2,12,0,0,6,0,0,0,8,1,8,4,66,274,43,1,3,3,3,5,5,4,1,1,4,4,120000
183,8,4,722,1,3,3,0,4,0,17,2,2,0,0,6,4,103,53,1,0,12,12,1,4,2,0,0,118,213,1,0,1,237,230,0,563,0,0,2,1,3,1,2,8,4,0,2,176,0,126,90,0,0,0,0,0,8,2,8,4,69,0,89,2,2,3,3,5,5,4,5,2,4,4,200000
184,8,3,247,1,0,3,0,4,0,3,6,1,0,0,4,7,12,41,1,0,0,9,1,4,2,0,0,453,388,1,2,1,631,86,0,145,0,0,1,0,3,1,1,7,6,0,2,245,2,3,0,0,0,0,0,0,8,0,8,4,99,0,72,2,1,3,3,5,5,4,1,2,4,4,127000
186,12,3,549,1,0,3,0,1,0,11,2,2,0,7,6,4,90,41,1,0,6,6,1,4,2,374,0,494,116,1,0,1,154,0,0,121,1,0,2,0,3,1,2,8,6,0,2,185,2,49,105,0,0,0,0,0,8,3,8,4,77,0,76,2,2,3,0,2,5,4,1,2,4,4,173000
187,8,3,608,1,3,3,0,4,0,17,2,2,0,0,4,6,19,37,1,0,6,6,1,4,1,0,0,537,435,1,0,1,544,220,2,384,0,0,2,1,3,1,1,10,3,0,1,9,0,0,0,0,2,0,0,0,10,3,8,4,66,0,6,2,1,3,3,5,5,4,5,2,1,1,135000
188,14,3,207,1,3,0,0,4,0,20,1,2,2,6,4,4,79,29,1,0,9,9,1,4,1,28,0,0,56,1,4,1,160,0,0,126,2,0,0,2,2,2,1,8,6,2,2,211,2,15,0,0,0,0,0,0,8,3,8,2,70,131,65,3,2,3,0,2,5,4,5,2,4,4,153337
